Episode,RunnerAcc,PursuerAcc,DrawsPercentage,RunnerJitter,PursuerJitter,NearMissTime,EpisodeStepsAvg
20600,0.44,0.54,0.02,0.09886983,0.09516482,0.5948014,157.79
20700,0.51,0.44,0.05,0.09920971,0.09858829,1.370611,197.84
20800,0.47,0.52,0.01,0.1065033,0.1149843,0.4424023,138.44
20900,0.45,0.52,0.03,0.1018487,0.09578569,0.7118046,162.41
21000,0.37,0.58,0.05,0.1080677,0.1017081,1.136011,167.05
21100,0.5,0.45,0.05,0.09583248,0.09638361,0.9396059,163.21
21200,0.39,0.55,0.06,0.1063884,0.1105911,1.026409,190.01
21300,0.38,0.58,0.04,0.1155676,0.1132413,0.9612089,170.15
21400,0.42,0.56,0.02,0.1056602,0.1084545,0.8880033,166.46
21500,0.39,0.59,0.02,0.1079798,0.1077983,0.6646034,165.61
21600,0.45,0.5,0.05,0.1025186,0.09597726,1.268611,167.92
21700,0.37,0.56,0.07,0.1039774,0.09822736,1.551615,191.49
21800,0.51,0.44,0.05,0.105577,0.09778926,1.219412,167.36
21900,0.42,0.53,0.05,0.1102561,0.1028502,0.933406,180.88
22000,0.31,0.67,0.02,0.1231574,0.1200152,0.2303998,156.01
22100,0.45,0.52,0.03,0.09967841,0.1008474,0.6786046,180.98
22200,0.4,0.59,0.01,0.1064995,0.1078517,0.5230021,168.7
22300,0.39,0.56,0.05,0.1045032,0.1015351,1.05921,178.05
22400,0.54,0.43,0.03,0.1035362,0.1013342,0.6164017,151.58
22500,0.43,0.55,0.02,0.11789,0.1151303,0.5680044,146.25
22600,0.44,0.53,0.03,0.1002329,0.09575125,0.6304044,144.81
22700,0.49,0.48,0.03,0.1060962,0.1003993,1.022607,163.83
22800,0.43,0.52,0.05,0.100085,0.1039856,1.026606,164.5
22900,0.43,0.53,0.04,0.1004413,0.1013792,1.111008,158.54
23000,0.42,0.58,0,0.1098613,0.1080667,0.5333995,141.39
23100,0.48,0.48,0.04,0.1015425,0.09027409,0.9364074,148.89
23200,0.47,0.52,0.01,0.1041167,0.1170665,0.6832019,131.65
23300,0.45,0.52,0.03,0.09866909,0.1009439,0.6406037,150.81
23400,0.47,0.52,0.01,0.09555824,0.09783448,0.5920023,144.65
23500,0.38,0.58,0.04,0.1030039,0.1030603,0.9732088,165.57
23600,0.55,0.43,0.02,0.1038532,0.09987076,0.8034036,141.25
23700,0.44,0.54,0.02,0.1035382,0.1191175,0.6064018,146.65
23800,0.37,0.57,0.06,0.09591539,0.09523694,1.201411,189.72
23900,0.44,0.54,0.02,0.09403068,0.0933966,0.5079997,181.86
24000,0.45,0.53,0.02,0.09345365,0.1042918,0.690404,139.74
24100,0.4,0.57,0.03,0.09774912,0.09339584,0.5928026,144.4
24200,0.45,0.53,0.02,0.101648,0.09640817,0.8372037,159.48
24300,0.51,0.48,0.01,0.1019504,0.09832226,0.5580019,114.14
24400,0.48,0.52,0,0.09826677,0.1067241,0.3427998,131.95
24500,0.47,0.51,0.02,0.0942279,0.1179143,0.7472036,140.03
24600,0.58,0.4,0.02,0.1024589,0.1080545,0.7272041,143.55
24700,0.39,0.59,0.02,0.09830274,0.1049,0.6654044,151.23
24800,0.52,0.46,0.02,0.1049022,0.1023445,0.659404,160.24
24900,0.44,0.53,0.03,0.1009102,0.09763245,0.9308063,154.14
25000,0.4,0.58,0.02,0.09501615,0.0948718,0.727204,145.48
25100,0.39,0.58,0.03,0.1028404,0.1068229,0.9310063,161.76
25200,0.55,0.45,0,0.1029254,0.1032126,0.2353998,137.2
25300,0.51,0.47,0.02,0.09497929,0.09461322,0.7722043,150.83
25400,0.51,0.46,0.03,0.1008315,0.09931561,0.6764033,134.87
25500,0.42,0.54,0.04,0.1050889,0.1044983,0.8410069,161.79
25600,0.51,0.46,0.03,0.09544628,0.09244089,0.9386066,152.22
25700,0.42,0.52,0.06,0.09652641,0.09836218,1.453612,175.72
25800,0.42,0.53,0.05,0.09587022,0.09148517,1.334211,162.65
25900,0.51,0.49,0,0.1008309,0.1023486,0.3575997,133.22
26000,0.47,0.5,0.03,0.09906591,0.09277929,1.072005,179.25
26100,0.45,0.53,0.02,0.1152207,0.1174598,0.6796047,138.54
26200,0.38,0.58,0.04,0.09242772,0.09307046,1.28561,172.25
26300,0.38,0.6,0.02,0.109343,0.1394561,0.6802032,153.81
26400,0.42,0.56,0.02,0.1063288,0.1020096,0.5672026,131.66
26500,0.4,0.54,0.06,0.1041018,0.1173518,1.588214,184.8
26600,0.48,0.5,0.02,0.1135935,0.1085178,0.8098044,150.42
26700,0.4,0.54,0.06,0.09918158,0.08983462,1.20701,176.19
26800,0.46,0.52,0.02,0.1019447,0.1038599,0.7826039,144.5
26900,0.42,0.55,0.03,0.1067084,0.1000907,0.9168063,179.37
27000,0.41,0.54,0.05,0.0964729,0.09500748,1.099609,162.32
27100,0.5,0.45,0.05,0.09427874,0.09029301,1.264209,165.95
27200,0.49,0.51,0,0.1001745,0.09953013,0.2873998,114.7
27300,0.5,0.48,0.02,0.09918614,0.1024907,0.8982057,151.36
