Episode,Winner,RunnerJitter,PursuerJitter,NearMissTime
747,Draw,0.137,0.150,9.44
748,Pursuer,0.000,0.000,0.00
749,Draw,0.146,0.151,4.56
750,Pursuer,0.138,0.125,0.00
751,Pursuer,0.125,0.152,0.00
752,Pursuer,0.141,0.152,0.00
753,Runner,0.151,0.135,3.58
754,Runner,0.150,0.142,0.98
755,Pursuer,0.148,0.148,0.00
756,Runner,0.145,0.158,3.18
757,Draw,0.148,0.140,9.76
758,Pursuer,0.152,0.142,0.00
759,Pursuer,0.146,0.180,0.00
760,Runner,0.149,0.141,0.00
761,Pursuer,0.146,0.139,0.00
762,Runner,0.147,0.168,2.98
763,Pursuer,0.309,0.895,0.00
764,Pursuer,0.195,0.128,0.00
765,Draw,0.150,0.144,0.00
766,Draw,0.147,0.158,0.00
767,Runner,0.158,0.142,0.00
768,Pursuer,0.133,0.142,0.00
769,Draw,0.152,0.148,1.52
770,Pursuer,0.187,0.118,0.00
771,Runner,0.157,0.155,4.40
772,Pursuer,0.144,0.154,0.00
773,Runner,0.165,0.142,0.10
774,Draw,0.142,0.156,13.22
775,Draw,0.153,0.162,12.66
776,Pursuer,0.151,0.139,0.00
777,Pursuer,0.142,0.156,0.00
778,Pursuer,0.140,0.138,0.00
779,Draw,0.149,0.145,2.14
780,Draw,0.150,0.147,0.00
781,Pursuer,0.145,0.160,0.00
782,Pursuer,0.158,0.161,0.00
783,Runner,0.133,0.162,2.38
784,Pursuer,0.147,0.152,0.00
785,Runner,0.119,0.141,0.00
786,Runner,0.161,0.144,0.14
787,Pursuer,0.156,0.135,0.00
788,Pursuer,0.144,0.127,0.00
789,Pursuer,0.102,0.123,0.00
790,Runner,0.139,0.140,3.76
791,Runner,0.157,0.145,4.82
792,Pursuer,0.146,0.148,0.00
793,Runner,0.161,0.137,0.00
794,Runner,0.141,0.151,0.00
795,Runner,0.153,0.145,2.10
796,Pursuer,0.143,0.129,0.00
797,Pursuer,0.178,0.128,0.00
798,Runner,0.149,0.142,0.88
799,Runner,0.266,0.117,0.00
800,Pursuer,0.121,0.170,0.00
801,Pursuer,0.148,0.161,0.00
802,Pursuer,0.156,0.147,0.00
803,Runner,0.133,0.137,5.80
804,Draw,0.149,0.134,1.80
805,Runner,0.137,0.152,7.26
806,Draw,0.159,0.149,13.56
807,Runner,0.158,0.138,5.82
808,Runner,0.058,0.113,0.30
