Episode,Winner,RunnerAcc,PursuerAcc,RunnerJitter,PursuerJitter,NearMissTime
24794,Pursuer,0.486,0.461,0.121,0.104,0.00
24795,Pursuer,0.486,0.461,0.129,0.134,0.00
24796,Runner,0.486,0.461,0.119,0.174,0.00
24797,Pursuer,0.486,0.461,0.056,0.368,0.00
24798,Runner,0.486,0.461,0.000,0.000,0.00
24799,Runner,0.486,0.461,0.097,0.097,0.00
24800,Runner,0.486,0.461,0.093,0.138,1.48
24801,Runner,0.486,0.461,0.114,0.143,3.74
24802,Pursuer,0.486,0.461,0.120,0.107,0.00
24803,Pursuer,0.486,0.461,0.103,0.087,0.00
24804,Runner,0.486,0.461,0.000,0.000,0.00
24805,Pursuer,0.486,0.461,0.000,0.000,0.00
24806,Runner,0.486,0.461,0.116,0.121,0.00
24807,Pursuer,0.486,0.461,0.118,0.116,0.00
24808,Pursuer,0.486,0.461,0.303,0.384,0.00
24809,Pursuer,0.486,0.461,0.132,0.081,0.00
24810,Pursuer,0.486,0.461,0.113,0.093,0.00
24811,Runner,0.486,0.461,0.090,0.135,0.00
24812,Pursuer,0.486,0.461,0.127,0.107,0.00
24813,Pursuer,0.486,0.461,0.174,0.084,0.00
24814,Pursuer,0.486,0.461,0.156,0.088,0.00
24815,Pursuer,0.486,0.461,0.121,0.101,0.00
24816,Pursuer,0.486,0.461,0.189,0.107,0.00
24817,Runner,0.486,0.461,0.116,0.134,0.00
24818,Pursuer,0.486,0.461,0.130,0.112,0.00
24819,Runner,0.486,0.461,0.104,0.154,0.74
24820,Pursuer,0.486,0.461,0.120,0.085,0.00
24821,Runner,0.486,0.461,0.136,0.124,0.22
24822,Runner,0.486,0.461,0.152,0.148,0.00
24823,Runner,0.486,0.461,0.103,0.120,2.50
24824,Pursuer,0.486,0.461,0.130,0.107,0.00
24825,Runner,0.486,0.461,0.112,0.144,0.00
24826,Pursuer,0.486,0.461,0.000,0.000,0.00
24827,Pursuer,0.486,0.461,0.115,0.088,0.00
24828,Runner,0.486,0.461,0.128,0.137,0.00
24829,Runner,0.486,0.461,0.095,0.116,1.10
24830,Pursuer,0.486,0.461,0.124,0.107,0.00
24831,Runner,0.486,0.461,0.115,0.172,0.00
24832,Pursuer,0.486,0.461,0.112,0.127,0.00
24833,Pursuer,0.486,0.461,0.125,0.093,0.00
24834,Pursuer,0.486,0.461,0.131,0.128,0.00
24835,Runner,0.486,0.461,0.090,0.135,0.00
24836,Pursuer,0.486,0.461,0.148,0.110,0.00
24837,Pursuer,0.486,0.461,0.116,0.108,0.00
24838,Runner,0.486,0.461,0.089,0.021,0.00
24839,Pursuer,0.486,0.461,0.114,0.076,0.00
24840,Runner,0.486,0.461,0.417,0.315,0.00
24841,Pursuer,0.486,0.461,0.138,0.096,0.00
24842,Runner,0.486,0.461,0.104,0.105,0.30
24843,Runner,0.486,0.461,0.114,0.140,0.00
24844,Runner,0.486,0.461,0.067,0.124,1.76
24845,Runner,0.486,0.461,0.140,0.183,0.00
24846,Pursuer,0.486,0.461,0.115,0.138,0.00
24847,Pursuer,0.486,0.461,0.127,0.111,0.00
24848,Runner,0.486,0.461,0.065,0.126,1.58
24849,Pursuer,0.486,0.461,0.143,0.091,0.00
24850,Runner,0.486,0.461,0.085,0.119,0.00
24851,Runner,0.486,0.461,0.085,0.119,0.00
24852,Runner,0.486,0.461,0.117,0.134,0.00
24853,Runner,0.486,0.461,0.087,0.133,3.04
24854,Runner,0.486,0.461,0.089,0.116,0.00
24855,Runner,0.486,0.461,0.081,0.105,0.00
24856,Pursuer,0.486,0.461,0.121,0.091,0.00
24857,Runner,0.486,0.461,0.146,0.144,0.00
24858,Pursuer,0.486,0.461,0.121,0.143,0.00
24859,Runner,0.486,0.461,0.105,0.135,0.32
24860,Pursuer,0.486,0.461,0.181,0.118,0.00
24861,Runner,0.486,0.461,0.081,0.120,1.96
24862,Pursuer,0.486,0.461,0.112,0.055,0.00
24863,Runner,0.486,0.461,0.118,0.105,0.00
24864,Runner,0.486,0.461,0.112,0.147,2.58
24865,Runner,0.486,0.461,0.086,0.130,1.82
24866,Runner,0.486,0.461,0.136,0.117,0.00
24867,Pursuer,0.486,0.461,0.144,0.099,0.00
24868,Pursuer,0.486,0.461,0.137,0.120,0.00
24869,Pursuer,0.486,0.461,0.127,0.099,0.00
24870,Runner,0.486,0.461,0.131,0.135,0.00
24871,Pursuer,0.486,0.461,0.166,0.074,0.00
24872,Runner,0.486,0.461,0.095,0.142,2.74
24873,Runner,0.486,0.461,0.095,0.132,0.00
24874,Pursuer,0.486,0.461,0.110,0.067,0.00
24875,Pursuer,0.486,0.461,0.102,0.087,0.00
24876,Runner,0.486,0.461,0.127,0.161,1.18
24877,Runner,0.486,0.461,0.088,0.105,0.06
24878,Pursuer,0.486,0.461,0.089,0.086,0.00
24879,Pursuer,0.486,0.461,0.128,0.086,0.00
24880,Runner,0.486,0.461,0.083,0.123,0.34
24881,Draw,0.486,0.461,0.136,0.117,0.04
24882,Runner,0.486,0.461,0.111,0.132,0.54
24883,Runner,0.486,0.461,0.108,0.137,12.08
24884,Runner,0.486,0.461,0.094,0.137,0.22
24885,Runner,0.486,0.461,0.089,0.151,0.00
24886,Pursuer,0.486,0.461,0.125,0.119,0.00
24887,Runner,0.486,0.461,0.109,0.132,0.00
24888,Pursuer,0.486,0.461,0.137,0.141,0.00
24889,Runner,0.486,0.461,0.079,0.134,0.00
24890,Pursuer,0.486,0.461,0.114,0.101,0.00
24891,Pursuer,0.486,0.461,0.160,0.118,0.00
24892,Runner,0.486,0.461,0.126,0.159,2.36
24893,Pursuer,0.486,0.461,0.137,0.090,0.00
24894,Draw,0.486,0.461,0.129,0.140,18.90
24895,Pursuer,0.486,0.461,0.162,0.104,0.00
24896,Runner,0.486,0.461,0.074,0.120,0.00
24897,Runner,0.486,0.461,0.153,0.161,0.00
24898,Pursuer,0.486,0.461,0.121,0.106,0.00
24899,Runner,0.486,0.461,0.124,0.202,0.00
24900,Runner,0.486,0.461,0.139,0.165,0.00
24901,Pursuer,0.486,0.461,0.135,0.104,0.00
24902,Runner,0.486,0.461,0.112,0.126,0.86
24903,Pursuer,0.486,0.461,0.101,0.125,0.00
24904,Runner,0.486,0.461,0.114,0.147,0.00
24905,Runner,0.486,0.461,0.135,0.159,0.30
24906,Pursuer,0.486,0.461,0.108,0.137,0.00
24907,Runner,0.486,0.461,0.086,0.149,2.48
24908,Pursuer,0.486,0.461,0.117,0.077,0.00
24909,Draw,0.486,0.461,0.097,0.156,18.98
24910,Runner,0.486,0.461,0.077,0.142,0.84
24911,Runner,0.486,0.461,0.109,0.138,0.60
24912,Runner,0.486,0.461,0.089,0.121,3.38
24913,Pursuer,0.486,0.461,0.122,0.064,0.00
24914,Runner,0.486,0.461,0.099,0.134,0.00
24915,Runner,0.486,0.461,0.125,0.143,1.48
24916,Draw,0.486,0.461,0.130,0.138,17.52
24917,Runner,0.486,0.461,0.087,0.129,1.70
24918,Runner,0.486,0.461,0.100,0.147,3.02
24919,Pursuer,0.486,0.461,0.102,0.078,0.00
24920,Pursuer,0.486,0.461,0.123,0.110,0.00
24921,Pursuer,0.486,0.461,0.160,0.117,0.00
24922,Draw,0.486,0.461,0.100,0.136,17.18
24923,Runner,0.486,0.461,0.137,0.132,0.00
24924,Draw,0.486,0.461,0.101,0.135,18.20
24925,Runner,0.486,0.461,0.082,0.119,1.74
24926,Runner,0.486,0.461,0.097,0.175,0.00
24927,Pursuer,0.486,0.461,0.121,0.122,0.00
24928,Pursuer,0.486,0.461,0.175,0.095,0.00
24929,Pursuer,0.486,0.461,0.095,0.081,0.00
24930,Runner,0.486,0.461,0.102,0.101,1.50
24931,Pursuer,0.486,0.461,0.192,0.197,0.00
24932,Pursuer,0.486,0.461,0.189,0.085,0.00
24933,Pursuer,0.486,0.461,0.119,0.083,0.00
24934,Runner,0.486,0.461,0.108,0.138,0.62
24935,Runner,0.486,0.461,0.095,0.104,1.34
24936,Runner,0.486,0.461,0.135,0.127,0.00
24937,Runner,0.486,0.461,0.083,0.109,0.94
24938,Runner,0.486,0.461,0.101,0.149,2.70
24939,Runner,0.486,0.461,0.092,0.150,0.00
24940,Runner,0.486,0.461,0.119,0.126,0.00
24941,Runner,0.486,0.461,0.110,0.150,0.00
24942,Runner,0.486,0.461,0.075,0.129,0.00
24943,Pursuer,0.486,0.461,0.144,0.126,0.00
24944,Pursuer,0.486,0.461,0.151,0.099,0.00
24945,Runner,0.486,0.461,0.140,0.141,1.38
24946,Runner,0.486,0.461,0.099,0.111,1.34
24947,Runner,0.487,0.461,0.091,0.122,1.08
24948,Runner,0.487,0.461,0.107,0.128,0.30
24949,Pursuer,0.487,0.461,0.000,0.000,0.00
24950,Runner,0.487,0.461,0.089,0.122,0.62
24951,Runner,0.487,0.461,0.094,0.144,5.86
24952,Runner,0.487,0.461,0.068,0.160,0.00
24953,Runner,0.487,0.461,0.080,0.140,0.82
24954,Runner,0.487,0.461,0.112,0.115,0.62
24955,Pursuer,0.487,0.461,0.000,0.000,0.00
24956,Pursuer,0.487,0.461,0.186,0.114,0.00
24957,Runner,0.487,0.461,0.079,0.126,0.00
24958,Runner,0.487,0.461,0.095,0.175,1.26
24959,Pursuer,0.487,0.461,0.142,0.177,0.00
24960,Runner,0.487,0.461,0.093,0.132,0.14
24961,Pursuer,0.487,0.461,0.129,0.136,0.00
24962,Runner,0.487,0.461,0.060,0.130,0.00
24963,Pursuer,0.487,0.461,0.144,0.091,0.00
24964,Draw,0.487,0.461,0.097,0.127,18.98
24965,Pursuer,0.487,0.461,0.104,0.077,0.00
24966,Runner,0.487,0.461,0.090,0.131,1.76
24967,Runner,0.487,0.461,0.133,0.134,0.00
24968,Runner,0.487,0.461,0.091,0.138,0.50
24969,Runner,0.487,0.461,0.161,0.116,0.00
24970,Runner,0.487,0.461,0.121,0.131,0.24
24971,Pursuer,0.487,0.461,0.130,0.101,0.00
24972,Pursuer,0.487,0.461,0.143,0.114,0.00
24973,Runner,0.487,0.461,0.115,0.126,2.10
24974,Runner,0.487,0.461,0.092,0.108,0.00
24975,Runner,0.487,0.461,0.099,0.106,0.00
24976,Runner,0.487,0.461,0.063,0.127,1.48
24977,Runner,0.487,0.461,0.077,0.120,1.28
24978,Runner,0.487,0.461,0.168,0.131,0.00
24979,Pursuer,0.487,0.461,0.137,0.076,0.00
24980,Pursuer,0.487,0.461,0.162,0.072,0.00
24981,Runner,0.487,0.461,0.110,0.110,1.50
24982,Runner,0.487,0.461,0.095,0.166,0.00
24983,Draw,0.487,0.461,0.149,0.130,16.82
24984,Runner,0.487,0.461,0.128,0.171,0.00
24985,Runner,0.487,0.461,0.092,0.085,0.92
24986,Pursuer,0.487,0.461,0.092,0.108,0.00
24987,Runner,0.487,0.461,0.091,0.150,0.54
24988,Pursuer,0.487,0.461,0.141,0.127,0.00
24989,Draw,0.487,0.461,0.146,0.140,18.18
24990,Runner,0.487,0.461,0.117,0.115,0.66
24991,Pursuer,0.487,0.461,0.113,0.085,0.00
24992,Runner,0.487,0.461,0.115,0.107,0.00
24993,Runner,0.487,0.461,0.132,0.088,0.00
24994,Pursuer,0.487,0.461,0.111,0.108,0.00
24995,Runner,0.487,0.461,0.129,0.123,3.24
24996,Runner,0.487,0.461,0.142,0.150,0.00
24997,Pursuer,0.487,0.461,0.106,0.092,0.00
24998,Runner,0.487,0.461,0.123,0.217,0.00
24999,Runner,0.487,0.461,0.079,0.128,2.82
25000,Runner,0.487,0.461,0.081,0.155,1.40
25001,Pursuer,0.487,0.461,0.000,0.000,0.00
25002,Pursuer,0.487,0.461,0.109,0.122,0.00
25003,Runner,0.487,0.461,0.099,0.122,0.00
25004,Pursuer,0.487,0.461,0.139,0.103,0.00
25005,Runner,0.487,0.461,0.080,0.134,0.00
25006,Pursuer,0.487,0.461,0.358,1.034,0.00
25007,Pursuer,0.487,0.461,0.095,0.088,0.00
25008,Pursuer,0.487,0.461,0.167,0.102,0.00
25009,Runner,0.487,0.461,0.165,0.151,0.00
25010,Runner,0.487,0.461,0.117,0.150,0.00
25011,Runner,0.487,0.461,0.092,0.123,0.24
25012,Runner,0.487,0.461,0.105,0.086,0.00
25013,Runner,0.487,0.461,0.081,0.139,0.68
25014,Runner,0.487,0.461,0.101,0.114,0.00
25015,Pursuer,0.487,0.461,0.129,0.106,0.00
25016,Runner,0.487,0.461,0.159,0.143,0.00
25017,Pursuer,0.487,0.461,0.147,0.112,0.00
25018,Runner,0.487,0.461,0.076,0.140,0.78
25019,Pursuer,0.487,0.461,0.097,0.073,0.00
25020,Runner,0.487,0.461,0.103,0.117,0.68
25021,Runner,0.487,0.461,0.129,0.098,0.00
25022,Pursuer,0.487,0.461,0.000,0.000,0.00
25023,Runner,0.487,0.461,0.086,0.147,1.60
25024,Runner,0.487,0.461,0.059,0.139,0.12
25025,Runner,0.487,0.461,0.112,0.154,0.44
25026,Runner,0.487,0.461,0.112,0.129,0.00
25027,Pursuer,0.487,0.461,0.123,0.105,0.00
25028,Runner,0.487,0.461,0.090,0.115,0.00
25029,Runner,0.487,0.461,0.066,0.140,0.00
25030,Runner,0.487,0.461,0.116,0.114,3.96
25031,Runner,0.487,0.461,0.114,0.112,0.00
25032,Runner,0.487,0.461,0.087,0.133,0.66
25033,Runner,0.487,0.461,0.081,0.119,0.00
25034,Runner,0.487,0.460,0.085,0.143,0.08
25035,Pursuer,0.487,0.461,0.149,0.121,0.00
25036,Runner,0.487,0.460,0.000,0.000,0.00
25037,Runner,0.487,0.460,0.000,0.000,0.00
25038,Runner,0.487,0.460,0.097,0.159,1.30
25039,Pursuer,0.487,0.460,0.116,0.070,0.00
25040,Runner,0.487,0.460,0.125,0.127,0.00
25041,Runner,0.487,0.460,0.074,0.114,2.68
25042,Pursuer,0.487,0.460,0.164,0.074,0.00
25043,Runner,0.487,0.460,0.106,0.140,1.94
25044,Runner,0.487,0.460,0.098,0.145,0.00
25045,Pursuer,0.487,0.460,0.153,0.126,0.00
25046,Pursuer,0.487,0.460,0.121,0.086,0.00
25047,Runner,0.487,0.460,0.132,0.162,0.00
25048,Runner,0.487,0.460,0.090,0.176,0.58
25049,Runner,0.487,0.460,0.120,0.138,1.52
25050,Runner,0.487,0.460,0.104,0.120,0.00
25051,Pursuer,0.487,0.460,0.126,0.117,0.00
25052,Runner,0.487,0.460,0.000,0.000,0.00
25053,Runner,0.487,0.460,0.080,0.123,0.70
25054,Pursuer,0.487,0.460,0.097,0.100,0.00
25055,Runner,0.487,0.460,0.078,0.131,0.88
25056,Pursuer,0.487,0.460,0.127,0.090,0.00
25057,Runner,0.487,0.460,0.077,0.143,0.00
25058,Draw,0.487,0.460,0.137,0.122,19.98
25059,Pursuer,0.487,0.460,0.159,0.073,0.00
25060,Pursuer,0.487,0.460,0.112,0.088,0.00
25061,Pursuer,0.487,0.460,0.126,0.076,0.00
25062,Pursuer,0.487,0.460,0.148,0.087,0.00
25063,Pursuer,0.487,0.460,0.123,0.109,0.00
25064,Runner,0.487,0.460,0.089,0.131,0.00
25065,Draw,0.487,0.460,0.116,0.130,18.16
25066,Runner,0.487,0.460,0.088,0.128,2.56
25067,Pursuer,0.487,0.460,0.122,0.078,0.00
25068,Runner,0.487,0.460,0.082,0.120,0.00
25069,Runner,0.487,0.460,0.087,0.151,0.00
25070,Pursuer,0.487,0.460,0.126,0.113,0.00
25071,Pursuer,0.487,0.460,0.195,0.124,0.00
25072,Runner,0.487,0.460,0.095,0.116,0.06
25073,Runner,0.487,0.460,0.097,0.104,0.00
25074,Pursuer,0.487,0.460,0.197,0.582,0.00
25075,Pursuer,0.487,0.460,0.129,0.119,0.00
25076,Runner,0.487,0.460,0.089,0.113,0.00
25077,Pursuer,0.487,0.460,0.185,0.326,0.00
25078,Runner,0.487,0.460,0.103,0.129,0.00
25079,Pursuer,0.487,0.460,0.137,0.110,0.00
25080,Runner,0.487,0.460,0.094,0.138,6.06
25081,Draw,0.487,0.460,0.087,0.132,19.18
25082,Pursuer,0.487,0.460,0.094,0.099,0.00
25083,Runner,0.487,0.460,0.108,0.137,2.10
25084,Runner,0.487,0.460,0.145,0.118,0.00
25085,Pursuer,0.487,0.460,0.101,0.115,0.00
25086,Runner,0.487,0.460,0.125,0.129,0.00
25087,Pursuer,0.487,0.460,0.000,0.000,0.00
25088,Pursuer,0.487,0.460,0.174,0.084,0.00
25089,Runner,0.487,0.460,0.118,0.142,0.62
25090,Runner,0.487,0.460,0.107,0.133,0.00
25091,Runner,0.487,0.460,0.099,0.135,0.00
25092,Pursuer,0.487,0.460,0.000,0.000,0.00
25093,Runner,0.487,0.460,0.078,0.169,1.76
25094,Runner,0.487,0.460,0.109,0.117,0.00
25095,Pursuer,0.487,0.460,0.000,0.000,0.00
25096,Runner,0.487,0.460,0.093,0.128,2.62
25097,Pursuer,0.487,0.460,0.000,0.000,0.00
25098,Runner,0.487,0.460,0.075,0.132,2.16
25099,Runner,0.487,0.460,0.104,0.142,0.00
25100,Runner,0.487,0.460,0.207,0.209,0.00
25101,Pursuer,0.487,0.460,0.097,0.110,0.00
25102,Runner,0.487,0.460,0.105,0.138,0.00
25103,Runner,0.487,0.460,0.103,0.117,0.98
25104,Runner,0.487,0.460,0.068,0.121,0.00
25105,Pursuer,0.487,0.460,0.200,0.088,0.00
25106,Pursuer,0.487,0.460,0.138,0.112,0.00
25107,Runner,0.487,0.460,0.091,0.149,0.84
25108,Runner,0.487,0.460,0.092,0.124,2.16
25109,Runner,0.487,0.460,0.113,0.112,0.00
25110,Runner,0.487,0.460,0.123,0.126,1.20
25111,Draw,0.487,0.460,0.130,0.127,16.06
25112,Pursuer,0.487,0.460,0.116,0.120,0.00
25113,Runner,0.487,0.460,0.090,0.133,0.00
25114,Pursuer,0.487,0.460,0.141,0.075,0.00
25115,Runner,0.487,0.460,0.165,0.172,0.00
25116,Pursuer,0.487,0.460,0.143,0.105,0.00
25117,Draw,0.487,0.460,0.113,0.133,17.98
25118,Draw,0.487,0.460,0.132,0.130,16.94
25119,Runner,0.487,0.460,0.103,0.130,3.44
25120,Runner,0.487,0.460,0.124,0.134,0.08
25121,Pursuer,0.487,0.460,0.124,0.077,0.00
25122,Runner,0.487,0.460,0.124,0.126,0.00
25123,Pursuer,0.487,0.460,0.143,0.127,0.00
25124,Runner,0.487,0.460,0.208,0.154,0.00
25125,Runner,0.487,0.460,0.112,0.139,0.00
25126,Runner,0.487,0.460,0.088,0.121,0.00
25127,Pursuer,0.487,0.460,0.106,0.087,0.00
25128,Runner,0.487,0.460,0.087,0.118,0.26
25129,Pursuer,0.487,0.460,0.139,0.081,0.00
25130,Runner,0.487,0.460,0.149,0.131,0.00
25131,Runner,0.487,0.460,0.086,0.138,1.10
25132,Runner,0.487,0.460,0.169,0.093,0.64
25133,Pursuer,0.487,0.460,0.136,0.093,0.00
25134,Runner,0.487,0.460,0.151,0.093,0.00
25135,Draw,0.487,0.460,0.130,0.126,19.98
25136,Runner,0.487,0.460,0.000,0.000,0.00
25137,Pursuer,0.487,0.460,0.151,0.132,0.00
25138,Pursuer,0.487,0.460,0.138,0.091,0.00
25139,Pursuer,0.487,0.460,0.194,0.131,0.00
25140,Pursuer,0.487,0.460,0.092,0.118,0.00
25141,Runner,0.487,0.460,0.098,0.124,1.08
25142,Runner,0.487,0.460,0.097,0.114,0.00
25143,Runner,0.487,0.460,0.148,0.193,0.32
25144,Pursuer,0.487,0.460,0.000,0.000,0.00
25145,Pursuer,0.487,0.460,0.104,0.092,0.00
25146,Pursuer,0.487,0.460,0.125,0.083,0.00
25147,Runner,0.487,0.460,0.092,0.141,0.00
25148,Runner,0.487,0.460,0.115,0.128,0.20
25149,Pursuer,0.487,0.460,0.183,0.106,0.00
25150,Runner,0.487,0.460,0.105,0.100,0.00
25151,Runner,0.487,0.460,0.107,0.149,1.30
25152,Runner,0.487,0.460,0.112,0.115,0.00
25153,Draw,0.487,0.460,0.075,0.139,0.00
25154,Runner,0.487,0.460,0.093,0.148,1.30
25155,Draw,0.487,0.460,0.077,0.138,0.00
25156,Runner,0.487,0.460,0.108,0.121,0.00
25157,Runner,0.487,0.460,0.117,0.112,0.56
25158,Runner,0.487,0.460,0.090,0.118,1.50
25159,Runner,0.487,0.460,0.107,0.152,0.74
25160,Pursuer,0.487,0.460,0.782,1.117,0.00
25161,Pursuer,0.487,0.460,0.136,0.095,0.00
25162,Runner,0.487,0.460,0.098,0.148,1.36
25163,Pursuer,0.487,0.460,0.130,0.112,0.00
25164,Pursuer,0.487,0.460,0.116,0.143,0.00
25165,Runner,0.487,0.460,0.093,0.164,0.30
25166,Pursuer,0.487,0.460,0.138,0.105,0.00
25167,Runner,0.487,0.460,0.087,0.112,0.00
25168,Runner,0.487,0.460,0.091,0.144,0.00
25169,Pursuer,0.487,0.460,0.113,0.125,0.00
25170,Pursuer,0.487,0.460,0.123,0.119,0.00
25171,Pursuer,0.487,0.460,0.140,0.123,0.00
25172,Runner,0.487,0.460,0.083,0.090,0.00
25173,Runner,0.487,0.460,0.130,0.128,0.00
25174,Pursuer,0.487,0.460,0.179,0.172,0.00
25175,Pursuer,0.487,0.460,0.054,0.151,0.00
25176,Runner,0.487,0.460,0.118,0.122,0.00
25177,Pursuer,0.487,0.460,0.141,0.077,0.00
25178,Runner,0.487,0.460,0.096,0.117,0.00
25179,Draw,0.487,0.460,0.118,0.136,18.16
25180,Runner,0.487,0.460,0.075,0.116,0.94
25181,Runner,0.487,0.460,0.115,0.142,0.00
25182,Runner,0.487,0.460,0.087,0.119,0.00
25183,Pursuer,0.487,0.460,0.133,0.110,0.00
25184,Runner,0.487,0.460,0.071,0.157,0.00
25185,Runner,0.487,0.460,0.077,0.136,0.34
25186,Pursuer,0.487,0.460,0.122,0.128,0.00
25187,Runner,0.487,0.460,0.084,0.129,0.00
25188,Pursuer,0.487,0.460,0.119,0.110,0.00
25189,Runner,0.487,0.460,0.127,0.111,1.44
25190,Runner,0.487,0.460,0.066,0.129,2.10
25191,Runner,0.488,0.460,0.103,0.169,0.00
25192,Pursuer,0.487,0.460,0.135,0.101,0.00
25193,Pursuer,0.487,0.460,0.169,0.115,0.00
25194,Runner,0.487,0.460,0.085,0.117,0.08
25195,Runner,0.488,0.460,0.099,0.166,0.00
25196,Runner,0.488,0.460,0.118,0.088,0.18
25197,Runner,0.488,0.460,0.081,0.149,0.00
25198,Runner,0.488,0.460,0.088,0.100,0.00
25199,Pursuer,0.488,0.460,0.105,0.064,0.00
25200,Runner,0.488,0.460,0.081,0.130,0.00
25201,Runner,0.488,0.460,0.105,0.145,2.80
25202,Pursuer,0.488,0.460,0.123,0.130,0.00
25203,Runner,0.488,0.460,0.075,0.167,0.00
25204,Pursuer,0.488,0.460,0.147,0.063,0.00
25205,Runner,0.488,0.460,0.110,0.150,0.98
25206,Pursuer,0.488,0.460,0.127,0.111,0.00
25207,Runner,0.488,0.460,0.112,0.153,0.22
25208,Pursuer,0.488,0.460,0.119,0.129,0.00
25209,Runner,0.488,0.460,0.103,0.146,0.00
25210,Runner,0.488,0.460,0.101,0.130,0.00
25211,Runner,0.488,0.460,0.105,0.149,1.76
25212,Runner,0.488,0.460,0.091,0.131,0.00
25213,Pursuer,0.488,0.460,0.104,0.126,0.00
25214,Pursuer,0.488,0.460,0.072,0.162,0.00
25215,Runner,0.488,0.460,0.268,0.200,0.00
25216,Runner,0.488,0.460,0.095,0.121,0.00
25217,Runner,0.488,0.460,0.097,0.113,0.74
25218,Pursuer,0.488,0.460,0.000,0.000,0.00
25219,Runner,0.488,0.460,0.077,0.152,3.02
25220,Runner,0.488,0.460,0.102,0.122,0.00
25221,Runner,0.488,0.460,0.062,0.097,1.28
25222,Runner,0.488,0.460,0.110,0.140,4.08
25223,Pursuer,0.488,0.460,0.000,0.000,0.00
25224,Pursuer,0.488,0.460,0.125,0.109,0.00
25225,Runner,0.488,0.460,0.105,0.104,0.00
25226,Pursuer,0.488,0.460,0.095,0.107,0.00
25227,Runner,0.488,0.460,0.139,0.164,0.00
25228,Draw,0.488,0.460,0.145,0.131,16.92
25229,Runner,0.488,0.460,0.126,0.103,0.00
25230,Pursuer,0.488,0.460,0.135,0.131,0.00
25231,Runner,0.488,0.460,0.068,0.150,0.00
25232,Runner,0.488,0.460,0.099,0.119,0.00
25233,Pursuer,0.488,0.460,0.142,0.110,0.00
25234,Runner,0.488,0.460,0.115,0.101,0.20
25235,Pursuer,0.488,0.460,0.127,0.118,0.00
25236,Runner,0.488,0.460,0.089,0.144,2.20
25237,Pursuer,0.488,0.460,0.120,0.122,0.00
25238,Runner,0.488,0.460,0.075,0.117,1.44
25239,Pursuer,0.488,0.460,0.163,0.078,0.00
25240,Runner,0.488,0.460,0.051,0.155,1.84
25241,Pursuer,0.488,0.460,0.123,0.139,0.00
25242,Runner,0.488,0.460,0.066,0.174,0.30
25243,Pursuer,0.488,0.460,0.113,0.129,0.00
25244,Runner,0.488,0.460,0.139,0.120,0.00
25245,Runner,0.488,0.460,0.139,0.153,0.74
25246,Runner,0.488,0.460,0.082,0.115,1.92
25247,Pursuer,0.488,0.460,0.175,0.164,0.00
25248,Runner,0.488,0.460,0.104,0.149,0.00
25249,Pursuer,0.488,0.460,0.000,0.000,0.00
25250,Runner,0.488,0.460,0.108,0.130,0.00
25251,Runner,0.488,0.460,0.090,0.146,0.18
25252,Runner,0.488,0.460,0.114,0.141,0.00
25253,Runner,0.488,0.460,0.126,0.145,1.40
25254,Pursuer,0.488,0.460,0.138,0.114,0.00
25255,Runner,0.488,0.460,0.086,0.120,0.00
25256,Pursuer,0.488,0.460,0.131,0.145,0.00
25257,Runner,0.488,0.460,0.090,0.158,0.00
25258,Pursuer,0.488,0.460,0.123,0.120,0.00
25259,Runner,0.488,0.460,0.084,0.154,1.76
25260,Runner,0.488,0.460,0.102,0.151,0.00
25261,Runner,0.488,0.460,0.208,0.093,0.00
25262,Runner,0.488,0.460,0.068,0.131,1.86
25263,Pursuer,0.488,0.460,0.132,0.094,0.00
25264,Pursuer,0.488,0.460,0.131,0.064,0.00
25265,Runner,0.488,0.460,0.112,0.106,0.00
25266,Runner,0.488,0.460,0.087,0.113,2.08
25267,Pursuer,0.488,0.460,0.135,0.079,0.00
25268,Runner,0.488,0.460,0.079,0.134,2.32
25269,Runner,0.488,0.460,0.085,0.122,0.00
25270,Runner,0.488,0.460,0.116,0.136,0.00
25271,Runner,0.488,0.460,0.175,0.147,0.00
25272,Pursuer,0.488,0.460,0.113,0.113,0.00
25273,Runner,0.488,0.460,0.090,0.152,0.00
25274,Pursuer,0.488,0.460,0.192,0.103,0.00
25275,Runner,0.488,0.460,0.087,0.131,0.42
25276,Pursuer,0.488,0.460,0.151,0.155,0.00
25277,Pursuer,0.488,0.460,0.154,0.099,0.00
25278,Pursuer,0.488,0.460,0.130,0.123,0.00
25279,Runner,0.488,0.460,0.134,0.100,0.96
25280,Pursuer,0.488,0.460,0.106,0.117,0.00
25281,Runner,0.488,0.460,0.132,0.146,2.02
25282,Pursuer,0.488,0.460,0.118,0.109,0.00
25283,Runner,0.488,0.460,0.187,0.163,0.00
25284,Runner,0.488,0.460,0.085,0.139,2.68
25285,Runner,0.488,0.460,0.081,0.171,0.12
25286,Runner,0.488,0.460,0.242,0.090,0.00
25287,Pursuer,0.488,0.460,0.044,0.094,0.00
25288,Runner,0.488,0.460,0.098,0.130,0.00
25289,Runner,0.488,0.460,0.086,0.116,3.94
25290,Runner,0.488,0.460,0.104,0.146,0.00
25291,Pursuer,0.488,0.460,0.161,0.060,0.00
25292,Runner,0.488,0.460,0.095,0.142,0.00
25293,Pursuer,0.488,0.460,0.167,0.109,0.00
25294,Runner,0.488,0.460,0.078,0.132,0.00
25295,Runner,0.488,0.460,0.072,0.121,0.00
