Episode,RunnerAcc,PursuerAcc,DrawsPercentage,RunnerJitter,PursuerJitter,NearMissTime,EpisodeStepsAvg
30600,0.49,0.5,0.01,0.1142844,0.1125068,0.5920022,133.51
30700,0.45,0.53,0.02,0.1043085,0.1078086,0.6524022,139.72
30800,0.46,0.49,0.05,0.09976563,0.1001577,1.470211,179.96
30900,0.48,0.5,0.02,0.1090288,0.09781051,0.7254032,158.23
31000,0.55,0.43,0.02,0.1151651,0.110362,1.003204,155.02
31100,0.49,0.48,0.03,0.09736426,0.09269642,1.158406,152.86
31200,0.5,0.42,0.08,0.1032164,0.1007774,1.873416,202.78
31300,0.49,0.48,0.03,0.1029803,0.09748638,0.9140053,144.2
31400,0.42,0.57,0.01,0.1177542,0.1353766,0.6772017,153.84
31500,0.49,0.48,0.03,0.1049254,0.1012953,1.062206,152.67
31600,0.43,0.55,0.02,0.09949448,0.1008763,0.6228017,146.82
31700,0.44,0.52,0.04,0.09864752,0.09765253,0.7044063,151.76
31800,0.38,0.59,0.03,0.09748057,0.09449342,0.9312068,165.14
31900,0.47,0.5,0.03,0.1061254,0.1097408,1.011206,163.89
32000,0.45,0.53,0.02,0.09601641,0.08911348,0.4586014,133.93
32100,0.49,0.48,0.03,0.1065194,0.1032403,0.7612044,170.98
32200,0.52,0.45,0.03,0.09650129,0.09714464,0.9168037,156.63
32300,0.49,0.49,0.02,0.0939689,0.08943427,0.6962021,155.53
32400,0.43,0.52,0.05,0.10975,0.110747,0.9030089,175.19
32500,0.59,0.39,0.02,0.09631667,0.09156589,0.9770036,152.91
32600,0.49,0.48,0.03,0.1009932,0.09658888,0.9168063,157.97
32700,0.39,0.55,0.06,0.1028569,0.09971888,1.22961,192.06
32800,0.54,0.44,0.02,0.1015861,0.09711386,0.690202,134.36
32900,0.46,0.51,0.03,0.1024466,0.09968394,0.8414061,144.79
33000,0.53,0.45,0.02,0.09519567,0.09626368,0.8720042,163.91
33100,0.46,0.51,0.03,0.1086415,0.1080566,0.900807,149.13
33200,0.39,0.56,0.05,0.1077331,0.1080416,0.9590095,153.82
33300,0.42,0.54,0.04,0.09808449,0.0950959,1.115408,169.33
33400,0.43,0.54,0.03,0.1024975,0.09449323,0.7598047,155.22
33500,0.53,0.46,0.01,0.09817008,0.0970939,0.4135997,130.41
33600,0.42,0.57,0.01,0.1042024,0.1036574,0.536602,139.51
33700,0.5,0.48,0.02,0.09762114,0.09525732,0.943204,153.02
33800,0.46,0.53,0.01,0.1027772,0.09810966,0.2323998,134.77
33900,0.61,0.38,0.01,0.09413531,0.09123461,0.8558025,156.8
34000,0.47,0.51,0.02,0.1006589,0.09693576,0.7046037,162.04
34100,0.51,0.47,0.02,0.1036494,0.1036432,0.4291998,128.56
34200,0.5,0.47,0.03,0.1069844,0.09716471,0.8670063,158.91
34300,0.44,0.49,0.07,0.09606022,0.0979429,0.9980087,194.63
34400,0.47,0.52,0.01,0.0970209,0.102701,0.5648024,126.47
