Episode,Winner,RunnerAcc,PursuerAcc,RunnerJitter,PursuerJitter,NearMissTime
523,Draw,0.180,0.296,0.141,0.145,0.00
524,Pursuer,0.179,0.298,0.115,0.148,0.00
525,Draw,0.179,0.297,0.144,0.151,0.00
526,Runner,0.181,0.297,0.148,0.147,0.00
527,Draw,0.180,0.296,0.147,0.158,16.84
528,Pursuer,0.180,0.297,0.000,0.000,0.00
529,Pursuer,0.180,0.299,0.160,0.158,0.00
530,Draw,0.179,0.298,0.154,0.145,1.30
531,Draw,0.179,0.298,0.159,0.150,9.46
532,Runner,0.180,0.297,0.147,0.132,0.00
533,Runner,0.182,0.296,0.160,0.154,0.00
534,Draw,0.182,0.296,0.142,0.133,11.88
535,Pursuer,0.181,0.297,0.145,0.140,0.00
536,Draw,0.181,0.297,0.136,0.149,6.00
537,Pursuer,0.181,0.298,0.174,0.142,0.00
538,Draw,0.180,0.297,0.143,0.145,1.56
539,Draw,0.180,0.297,0.140,0.147,6.02
540,Runner,0.181,0.296,0.162,0.148,2.58
541,Pursuer,0.181,0.298,0.151,0.148,0.00
542,Draw,0.181,0.297,0.155,0.152,1.58
543,Pursuer,0.180,0.298,0.142,0.127,0.00
544,Pursuer,0.180,0.300,0.119,0.129,0.00
545,Draw,0.180,0.299,0.147,0.158,13.58
546,Runner,0.181,0.299,0.142,0.147,13.88
547,Draw,0.181,0.298,0.158,0.162,10.36
548,Draw,0.181,0.297,0.146,0.148,0.00
549,Draw,0.180,0.297,0.141,0.153,0.00
550,Draw,0.180,0.296,0.153,0.149,14.04
551,Runner,0.181,0.296,0.129,0.143,0.00
552,Pursuer,0.181,0.297,0.154,0.151,0.00
553,Pursuer,0.181,0.298,0.156,0.156,0.00
554,Pursuer,0.181,0.300,0.134,0.192,0.00
555,Draw,0.180,0.299,0.159,0.154,7.16
556,Runner,0.182,0.299,0.104,0.092,0.00
557,Pursuer,0.181,0.300,0.162,0.147,0.00
558,Pursuer,0.181,0.301,0.153,0.139,0.00
559,Draw,0.181,0.301,0.147,0.149,0.00
560,Pursuer,0.180,0.302,0.000,0.000,0.00
561,Pursuer,0.180,0.303,0.147,0.143,0.00
562,Pursuer,0.180,0.304,0.150,0.155,0.00
563,Draw,0.179,0.304,0.147,0.161,0.00
564,Runner,0.181,0.303,0.164,0.165,0.00
565,Pursuer,0.181,0.304,0.000,0.000,0.00
566,Runner,0.182,0.304,0.142,0.159,1.02
567,Runner,0.183,0.303,0.151,0.159,0.00
568,Draw,0.183,0.303,0.147,0.150,2.46
569,Pursuer,0.183,0.304,0.130,0.155,0.00
570,Pursuer,0.182,0.305,0.141,0.148,0.00
571,Draw,0.182,0.305,0.149,0.144,5.00
572,Runner,0.184,0.304,0.128,0.167,0.00
573,Runner,0.185,0.304,0.120,0.150,0.00
574,Runner,0.186,0.303,0.146,0.158,0.54
575,Runner,0.188,0.303,0.174,0.154,0.00
576,Draw,0.188,0.302,0.156,0.155,10.82
577,Runner,0.189,0.302,0.151,0.141,5.26
578,Draw,0.189,0.301,0.143,0.138,13.06
579,Pursuer,0.188,0.302,0.165,0.153,0.00
580,Draw,0.188,0.302,0.155,0.145,10.32
581,Draw,0.188,0.301,0.147,0.149,14.90
582,Draw,0.187,0.301,0.146,0.140,4.52
583,Pursuer,0.187,0.302,0.175,0.151,0.00
584,Runner,0.188,0.301,0.124,0.167,1.42
585,Draw,0.188,0.301,0.146,0.145,3.84
586,Pursuer,0.188,0.302,0.064,0.144,0.00
587,Pursuer,0.187,0.303,0.163,0.152,0.00
588,Runner,0.189,0.303,0.154,0.151,0.00
589,Runner,0.190,0.302,0.144,0.152,0.00
590,Runner,0.192,0.302,0.162,0.100,0.22
591,Draw,0.191,0.301,0.137,0.154,0.00
592,Pursuer,0.191,0.302,0.172,0.154,0.00
593,Pursuer,0.191,0.304,0.148,0.136,0.00
594,Runner,0.192,0.303,0.082,0.168,0.00
595,Runner,0.193,0.303,0.155,0.157,0.00
596,Pursuer,0.193,0.304,0.155,0.184,0.00
597,Pursuer,0.193,0.305,0.148,0.175,0.00
598,Runner,0.194,0.304,0.161,0.194,0.00
599,Pursuer,0.194,0.306,0.162,0.138,0.00
600,Pursuer,0.193,0.307,0.140,0.147,0.00
601,Draw,0.193,0.306,0.148,0.155,0.94
602,Pursuer,0.193,0.307,0.137,0.149,0.00
603,Runner,0.194,0.307,0.152,0.135,2.46
604,Pursuer,0.194,0.308,0.150,0.140,0.00
605,Draw,0.193,0.307,0.145,0.147,0.00
606,Draw,0.193,0.307,0.147,0.162,15.16
607,Draw,0.193,0.306,0.134,0.144,0.10
608,Pursuer,0.192,0.308,0.189,0.178,0.00
609,Runner,0.194,0.307,0.136,0.156,0.00
610,Pursuer,0.193,0.308,0.136,0.157,0.00
611,Pursuer,0.193,0.309,0.151,0.150,0.00
612,Draw,0.193,0.309,0.147,0.140,4.98
613,Draw,0.192,0.308,0.152,0.143,0.00
614,Pursuer,0.192,0.309,0.146,0.146,0.00
615,Pursuer,0.192,0.311,0.164,0.158,0.00
616,Pursuer,0.192,0.312,0.158,0.139,0.00
617,Runner,0.193,0.311,0.130,0.144,15.34
618,Draw,0.193,0.311,0.138,0.142,16.92
619,Pursuer,0.192,0.312,0.128,0.151,0.00
620,Runner,0.194,0.311,0.136,0.144,0.00
621,Runner,0.195,0.311,0.132,0.150,6.86
622,Draw,0.195,0.310,0.147,0.159,0.00
623,Runner,0.196,0.310,0.150,0.163,0.16
624,Pursuer,0.196,0.311,0.147,0.147,0.00
625,Pursuer,0.195,0.312,0.164,0.131,0.00
626,Draw,0.195,0.312,0.144,0.154,2.68
627,Pursuer,0.195,0.313,0.144,0.153,0.00
628,Runner,0.196,0.312,0.000,0.000,0.00
629,Draw,0.196,0.312,0.147,0.150,11.00
630,Draw,0.195,0.311,0.146,0.157,17.64
631,Draw,0.195,0.311,0.148,0.153,7.00
632,Pursuer,0.195,0.312,0.155,0.155,0.00
633,Runner,0.196,0.311,0.136,0.141,5.52
634,Draw,0.196,0.311,0.149,0.153,16.26
635,Draw,0.195,0.310,0.153,0.143,17.32
636,Pursuer,0.195,0.311,0.149,0.141,0.00
637,Draw,0.195,0.311,0.141,0.146,7.70
638,Runner,0.196,0.310,0.157,0.153,2.80
639,Runner,0.197,0.310,0.148,0.147,10.80
640,Pursuer,0.197,0.311,0.150,0.139,0.00
641,Pursuer,0.197,0.312,0.165,0.163,0.00
642,Pursuer,0.196,0.313,0.156,0.136,0.00
643,Pursuer,0.196,0.314,0.155,0.143,0.00
644,Pursuer,0.196,0.315,0.136,0.139,0.00
645,Draw,0.195,0.315,0.156,0.149,8.72
646,Draw,0.195,0.314,0.147,0.152,2.96
647,Pursuer,0.195,0.315,0.150,0.146,0.00
648,Draw,0.194,0.315,0.140,0.143,5.24
649,Draw,0.194,0.314,0.156,0.149,0.00
650,Pursuer,0.194,0.315,0.159,0.139,0.00
651,Pursuer,0.194,0.316,0.149,0.136,0.00
652,Pursuer,0.193,0.317,0.152,0.142,0.00
653,Pursuer,0.193,0.319,0.145,0.146,0.00
654,Runner,0.194,0.318,0.162,0.164,5.20
655,Pursuer,0.194,0.319,0.142,0.149,0.00
656,Pursuer,0.194,0.320,0.170,0.169,0.00
657,Pursuer,0.193,0.321,0.172,0.122,0.00
658,Pursuer,0.193,0.322,0.111,0.139,0.00
659,Pursuer,0.193,0.323,0.063,0.179,0.00
660,Draw,0.192,0.323,0.133,0.152,11.08
661,Pursuer,0.192,0.324,0.000,0.000,0.00
662,Pursuer,0.192,0.325,0.149,0.154,0.00
663,Runner,0.193,0.324,0.122,0.164,0.00
664,Pursuer,0.193,0.325,0.154,0.168,0.00
665,Draw,0.192,0.325,0.157,0.161,0.00
666,Draw,0.192,0.324,0.154,0.154,0.00
667,Pursuer,0.192,0.325,0.155,0.146,0.00
668,Draw,0.192,0.325,0.140,0.137,0.00
669,Pursuer,0.191,0.326,0.156,0.146,0.00
670,Pursuer,0.191,0.327,0.152,0.151,0.00
671,Draw,0.191,0.326,0.142,0.140,0.00
672,Runner,0.192,0.326,0.152,0.158,14.52
673,Draw,0.192,0.325,0.142,0.142,9.66
674,Runner,0.193,0.325,0.149,0.133,0.00
675,Pursuer,0.193,0.326,0.163,0.147,0.00
676,Pursuer,0.192,0.327,0.143,0.141,0.00
677,Runner,0.194,0.326,0.148,0.135,7.32
678,Draw,0.193,0.326,0.150,0.150,5.28
679,Runner,0.194,0.325,0.122,0.144,3.92
680,Pursuer,0.194,0.326,0.145,0.153,0.00
681,Runner,0.195,0.326,0.141,0.147,6.16
682,Draw,0.195,0.326,0.162,0.143,15.74
683,Draw,0.195,0.325,0.146,0.146,0.00
684,Runner,0.196,0.325,0.159,0.144,0.00
685,Draw,0.196,0.324,0.155,0.141,0.00
686,Pursuer,0.195,0.325,0.137,0.166,0.00
687,Pursuer,0.195,0.326,0.201,0.142,0.00
688,Draw,0.195,0.326,0.143,0.157,0.00
689,Runner,0.196,0.325,0.151,0.140,5.44
690,Runner,0.197,0.325,0.145,0.180,0.00
691,Pursuer,0.197,0.326,0.139,0.141,0.00
692,Runner,0.198,0.325,0.134,0.152,0.00
693,Runner,0.199,0.325,0.147,0.140,0.32
694,Pursuer,0.199,0.326,0.151,0.143,0.00
695,Runner,0.200,0.325,0.159,0.166,0.00
696,Runner,0.201,0.325,0.255,0.142,0.44
697,Pursuer,0.201,0.326,0.135,0.149,0.00
698,Runner,0.202,0.325,0.336,0.163,0.00
699,Pursuer,0.202,0.326,0.154,0.144,0.00
700,Draw,0.201,0.326,0.144,0.144,3.34
701,Pursuer,0.201,0.327,0.164,0.129,0.00
702,Pursuer,0.201,0.328,0.135,0.145,0.00
703,Pursuer,0.201,0.329,0.144,0.142,0.00
704,Draw,0.200,0.328,0.143,0.157,7.76
705,Pursuer,0.200,0.329,0.165,0.142,0.00
706,Runner,0.201,0.329,0.133,0.157,0.00
707,Draw,0.201,0.328,0.147,0.146,15.28
708,Pursuer,0.201,0.329,0.139,0.162,0.00
709,Runner,0.202,0.329,0.000,0.000,0.04
710,Pursuer,0.201,0.330,0.130,0.140,0.00
711,Runner,0.203,0.329,0.163,0.142,0.00
712,Runner,0.204,0.329,0.144,0.176,0.00
713,Runner,0.205,0.328,0.138,0.134,0.00
714,Pursuer,0.204,0.329,0.163,0.163,0.00
715,Runner,0.206,0.329,0.156,0.149,0.00
716,Pursuer,0.205,0.330,0.149,0.153,0.00
717,Runner,0.206,0.329,0.193,0.173,1.68
718,Pursuer,0.206,0.330,0.143,0.137,0.00
719,Pursuer,0.206,0.331,0.116,0.138,0.00
720,Pursuer,0.206,0.332,0.155,0.147,0.00
721,Runner,0.207,0.331,0.141,0.144,2.84
722,Runner,0.208,0.331,0.150,0.099,0.86
723,Draw,0.207,0.331,0.126,0.150,11.36
724,Runner,0.209,0.330,0.000,0.000,0.00
725,Runner,0.210,0.330,0.143,0.156,6.66
726,Draw,0.209,0.329,0.137,0.139,0.00
727,Draw,0.209,0.329,0.142,0.144,5.78
728,Runner,0.210,0.328,0.143,0.192,3.26
729,Pursuer,0.210,0.329,0.155,0.140,0.00
730,Pursuer,0.210,0.330,0.145,0.143,0.00
731,Draw,0.209,0.330,0.146,0.146,9.60
732,Pursuer,0.209,0.331,0.156,0.156,0.00
733,Pursuer,0.209,0.332,0.174,0.159,0.00
734,Pursuer,0.208,0.332,0.142,0.138,0.00
735,Runner,0.210,0.332,0.136,0.163,1.64
736,Runner,0.211,0.332,0.160,0.138,7.46
737,Pursuer,0.210,0.332,0.181,0.150,0.00
738,Runner,0.211,0.332,0.098,0.271,0.14
739,Runner,0.212,0.332,0.165,0.163,2.68
740,Pursuer,0.212,0.332,0.147,0.162,0.00
741,Pursuer,0.212,0.333,0.168,0.133,0.00
742,Pursuer,0.212,0.334,0.153,0.140,0.00
743,Draw,0.211,0.334,0.140,0.144,0.00
744,Pursuer,0.211,0.335,0.134,0.141,0.00
745,Pursuer,0.211,0.336,0.128,0.204,0.00
746,Draw,0.210,0.335,0.142,0.153,15.20
747,Runner,0.212,0.335,0.149,0.142,0.00
748,Pursuer,0.211,0.336,0.141,0.145,0.00
749,Pursuer,0.211,0.336,0.149,0.142,0.00
750,Pursuer,0.211,0.337,0.154,0.143,0.00
751,Runner,0.212,0.337,0.162,0.147,8.96
752,Runner,0.213,0.336,0.149,0.150,0.00
753,Pursuer,0.212,0.337,0.132,0.139,0.00
754,Runner,0.214,0.337,0.144,0.151,9.08
